price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
189.0,3.0,173.0,2.36,1.0,265.0,0,1,0,0,0,1,0,0
133.0,1.0,0.0,0.0,1.0,281.0,0,0,0,1,0,0,1,0
65.0,1.0,4.0,0.11,1.0,0.0,0,1,0,0,0,0,1,0
179.0,4.0,27.0,0.36,1.0,0.0,0,0,1,0,0,1,0,0
90.0,45.0,11.0,0.18,1.0,279.0,0,0,1,0,0,1,0,0
49.0,1.0,9.0,0.19,1.0,98.0,0,1,0,0,0,0,1,0
140.0,3.0,60.0,1.19,1.0,197.0,0,1,0,0,0,1,0,0
115.0,2.0,70.0,0.95,1.0,120.0,0,0,1,0,0,1,0,0
190.0,1.0,221.0,3.0,1.0,238.0,0,1,0,0,0,1,0,0
99.0,5.0,179.0,2.61,1.0,0.0,0,1,0,0,0,0,1,0
110.0,30.0,3.0,0.06,52.0,365.0,0,0,1,0,0,1,0,0
109.0,2.0,292.0,3.9,2.0,231.0,0,0,1,0,0,0,1,0
64.0,5.0,42.0,0.56,1.0,0.0,0,0,1,0,0,0,1,0
1000.0,30.0,24.0,0.33,11.0,364.0,0,0,1,0,0,1,0,0
750.0,3.0,9.0,0.18,2.0,364.0,0,0,1,0,0,1,0,0
175.0,7.0,2.0,0.03,1.0,8.0,0,0,0,1,0,1,0,0
47.0,1.0,6.0,0.08,5.0,353.0,0,0,1,0,0,0,1,0
60.0,3.0,140.0,1.87,1.0,189.0,0,1,0,0,0,0,1,0
48.0,14.0,46.0,0.62,1.0,287.0,0,0,1,0,0,0,1,0
100.0,1.0,54.0,0.75,1.0,0.0,0,0,1,0,0,1,0,0
105.0,1.0,127.0,1.72,1.0,88.0,0,1,0,0,0,0,1,0
138.0,7.0,1.0,0.01,1.0,0.0,0,1,0,0,0,1,0,0
129.0,1.0,96.0,1.31,1.0,324.0,0,0,1,0,0,1,0,0
170.0,30.0,4.0,0.07,1.0,1.0,0,0,1,0,0,1,0,0
139.0,1.0,284.0,3.8,2.0,160.0,0,1,0,0,0,1,0,0
94.0,1.0,30.0,0.4,1.0,218.0,0,0,1,0,0,0,1,0
115.0,3.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
499.0,2.0,126.0,1.75,1.0,256.0,0,1,0,0,0,1,0,0
79.0,2.0,198.0,2.66,1.0,250.0,0,1,0,0,0,1,0,0
200.0,4.0,26.0,1.34,1.0,0.0,0,0,1,0,0,1,0,0
152.0,5.0,13.0,0.17,1.0,241.0,0,1,0,0,0,0,1,0
50.0,30.0,10.0,0.13,1.0,205.0,0,1,0,0,0,0,1,0
212.0,2.0,51.0,0.91,1.0,147.0,0,1,0,0,0,1,0,0
108.0,14.0,4.0,0.06,3.0,38.0,0,0,1,0,0,0,1,0
89.0,30.0,13.0,0.18,1.0,282.0,0,0,1,0,0,0,1,0
89.0,1.0,273.0,3.66,2.0,47.0,0,0,1,0,0,0,1,0
65.0,2.0,12.0,0.16,1.0,332.0,0,0,0,1,0,0,1,0
239.0,4.0,3.0,0.04,1.0,184.0,0,0,1,0,0,1,0,0
99.0,30.0,13.0,0.25,2.0,280.0,0,1,0,0,0,1,0,0
80.0,2.0,56.0,0.76,1.0,249.0,0,0,1,0,0,0,1,0
125.0,56.0,0.0,0.0,1.0,365.0,0,0,1,0,0,0,1,0
55.0,7.0,116.0,1.57,1.0,308.0,0,1,0,0,0,0,1,0
160.0,2.0,31.0,0.42,1.0,0.0,0,1,0,0,0,1,0,0
100.0,15.0,5.0,0.08,1.0,197.0,0,0,1,0,0,0,1,0
1000.0,1.0,0.0,0.0,1.0,365.0,0,0,1,0,0,1,0,0
225.0,2.0,136.0,1.83,1.0,10.0,0,0,1,0,0,1,0,0
35.0,30.0,0.0,0.0,1.0,317.0,0,1,0,0,0,0,1,0
275.0,7.0,6.0,0.08,1.0,191.0,0,0,1,0,0,1,0,0
200.0,2.0,80.0,3.93,1.0,109.0,0,1,0,0,0,1,0,0
190.0,4.0,25.0,0.34,1.0,0.0,0,0,1,0,0,1,0,0
117.0,2.0,43.0,0.59,1.0,88.0,0,1,0,0,0,0,1,0
80.0,1.0,66.0,0.89,1.0,365.0,0,0,1,0,0,0,0,1
99.0,1.0,93.0,1.28,1.0,311.0,0,1,0,0,0,1,0,0
70.0,6.0,19.0,0.26,1.0,188.0,0,0,1,0,0,1,0,0
44.0,30.0,2.0,0.03,5.0,325.0,0,0,1,0,0,0,1,0
125.0,1.0,85.0,1.15,1.0,301.0,0,0,1,0,0,0,1,0
130.0,2.0,32.0,0.44,1.0,184.0,0,0,1,0,0,1,0,0
130.0,14.0,8.0,0.11,1.0,332.0,0,0,1,0,0,1,0,0
125.0,2.0,228.0,3.07,1.0,53.0,0,0,1,0,0,0,1,0
199.0,7.0,30.0,0.52,1.0,184.0,0,0,1,0,0,1,0,0
89.0,2.0,0.0,0.0,1.0,365.0,0,1,0,0,0,0,1,0
155.0,4.0,125.0,1.68,1.0,297.0,0,1,0,0,0,1,0,0
60.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0
248.0,2.0,9.0,0.12,1.0,363.0,0,0,1,0,0,1,0,0
85.0,4.0,42.0,1.44,1.0,9.0,0,0,1,0,0,1,0,0
85.0,3.0,118.0,1.61,1.0,0.0,0,0,1,0,0,0,1,0
80.0,3.0,38.0,0.53,1.0,192.0,0,1,0,0,0,1,0,0
79.0,1.0,38.0,0.6,4.0,106.0,0,0,1,0,0,0,1,0
55.0,1.0,224.0,3.87,2.0,356.0,0,0,0,1,0,0,1,0
65.0,2.0,64.0,0.87,1.0,307.0,1,0,0,0,0,0,1,0
150.0,60.0,7.0,0.1,1.0,188.0,0,0,1,0,0,1,0,0
285.0,2.0,124.0,1.7,1.0,131.0,0,0,1,0,0,1,0,0
119.0,7.0,11.0,0.63,1.0,143.0,0,0,0,1,0,1,0,0
137.0,2.0,59.0,0.81,1.0,80.0,0,1,0,0,0,1,0,0
190.0,2.0,191.0,2.6,1.0,282.0,0,0,1,0,0,1,0,0
80.0,1.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
120.0,3.0,155.0,2.39,1.0,18.0,0,1,0,0,0,1,0,0
95.0,3.0,105.0,1.42,1.0,333.0,0,1,0,0,0,1,0,0
90.0,1.0,33.0,0.48,1.0,189.0,0,0,1,0,0,0,1,0
75.0,3.0,11.0,0.16,1.0,318.0,0,1,0,0,0,0,1,0
50.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,1
103.0,8.0,5.0,0.21,1.0,2.0,0,1,0,0,0,0,1,0
125.0,2.0,28.0,0.45,1.0,179.0,0,0,1,0,0,1,0,0
150.0,2.0,213.0,2.87,1.0,288.0,0,1,0,0,0,1,0,0
50.0,90.0,0.0,0.0,2.0,0.0,0,1,0,0,0,0,1,0
148.0,3.0,14.0,0.24,1.0,365.0,0,0,1,0,0,0,1,0
120.0,29.0,10.0,0.17,1.0,3.0,0,0,1,0,0,1,0,0
99.0,3.0,68.0,0.97,2.0,270.0,0,1,0,0,0,1,0,0
69.0,2.0,103.0,1.39,2.0,124.0,0,0,0,1,0,0,1,0
200.0,1.0,7.0,0.1,1.0,358.0,0,0,1,0,0,1,0,0
55.0,5.0,4.0,0.07,1.0,218.0,0,0,1,0,0,0,1,0
175.0,8.0,3.0,0.04,1.0,68.0,0,0,1,0,0,1,0,0
240.0,4.0,77.0,1.81,1.0,21.0,0,0,1,0,0,0,1,0
95.0,7.0,2.0,0.03,2.0,365.0,0,0,1,0,0,0,1,0
150.0,1.0,109.0,1.49,1.0,358.0,0,0,0,1,0,1,0,0
150.0,2.0,1.0,0.04,1.0,0.0,0,1,0,0,0,1,0,0
179.0,3.0,146.0,2.08,2.0,282.0,0,1,0,0,0,1,0,0
105.0,1.0,374.0,5.06,2.0,69.0,0,1,0,0,0,0,1,0
84.0,45.0,45.0,0.61,1.0,244.0,0,1,0,0,0,1,0,0
90.0,30.0,33.0,0.46,3.0,298.0,0,0,0,1,0,1,0,0
53.0,7.0,7.0,0.33,2.0,0.0,0,0,1,0,0,1,0,0
41.0,30.0,4.0,0.09,5.0,217.0,0,0,1,0,0,0,1,0
135.0,1.0,17.0,0.25,1.0,365.0,0,0,1,0,0,0,1,0
84.0,2.0,172.0,2.32,2.0,345.0,0,0,0,1,0,1,0,0
290.0,1.0,21.0,0.29,1.0,128.0,0,0,1,0,0,1,0,0
35.0,5.0,110.0,1.49,4.0,0.0,0,1,0,0,0,0,0,1
110.0,3.0,23.0,0.67,1.0,14.0,0,0,0,1,0,1,0,0
350.0,7.0,4.0,0.06,2.0,0.0,0,1,0,0,0,1,0,0
60.0,3.0,13.0,0.22,1.0,294.0,0,1,0,0,0,0,1,0
220.0,5.0,0.0,0.0,1.0,234.0,0,1,0,0,0,1,0,0
275.0,4.0,27.0,0.37,1.0,197.0,0,1,0,0,0,1,0,0
142.0,7.0,6.0,0.11,1.0,188.0,0,1,0,0,0,1,0,0
38.0,5.0,1.0,0.02,2.0,0.0,0,1,0,0,0,0,1,0
100.0,60.0,0.0,0.0,1.0,365.0,0,0,1,0,0,1,0,0
200.0,2.0,52.0,0.71,1.0,193.0,0,0,1,0,0,1,0,0
225.0,3.0,56.0,0.79,1.0,55.0,0,1,0,0,0,1,0,0
135.0,1.0,190.0,2.57,1.0,105.0,0,0,1,0,0,1,0,0
72.0,30.0,3.0,0.05,1.0,179.0,0,0,1,0,0,0,1,0
59.0,3.0,13.0,0.26,2.0,100.0,0,1,0,0,0,0,1,0
350.0,2.0,23.0,0.37,1.0,188.0,0,1,0,0,0,1,0,0
75.0,2.0,8.0,0.11,1.0,312.0,0,1,0,0,0,0,1,0
70.0,3.0,12.0,0.65,2.0,0.0,0,1,0,0,0,0,1,0
99.0,30.0,4.0,0.09,1.0,0.0,0,0,1,0,0,1,0,0
42.0,3.0,28.0,0.74,2.0,355.0,0,1,0,0,0,0,1,0
60.0,2.0,11.0,0.15,2.0,296.0,0,1,0,0,0,0,1,0
125.0,1.0,153.0,2.21,1.0,1.0,0,1,0,0,0,1,0,0
99.0,6.0,148.0,2.09,3.0,252.0,0,1,0,0,0,0,1,0
99.0,5.0,12.0,0.25,1.0,0.0,0,1,0,0,0,1,0,0
165.0,3.0,130.0,1.84,1.0,0.0,0,1,0,0,0,1,0,0
250.0,5.0,11.0,0.15,1.0,34.0,0,1,0,0,0,1,0,0
135.0,4.0,12.0,0.17,1.0,365.0,0,1,0,0,0,0,1,0
58.0,5.0,66.0,0.91,1.0,242.0,0,0,1,0,0,0,1,0
250.0,3.0,0.0,0.0,1.0,10.0,0,0,1,0,0,1,0,0
95.0,3.0,191.0,2.61,1.0,207.0,0,0,1,0,0,0,1,0
125.0,1.0,92.0,1.27,1.0,247.0,0,0,1,0,0,1,0,0
147.0,7.0,42.0,0.61,1.0,365.0,0,1,0,0,0,1,0,0
300.0,3.0,66.0,1.62,1.0,286.0,0,0,1,0,0,1,0,0
350.0,14.0,4.0,0.06,1.0,5.0,0,0,1,0,0,1,0,0
102.0,2.0,24.0,0.34,1.0,0.0,0,1,0,0,0,1,0,0
95.0,5.0,206.0,2.89,1.0,252.0,0,0,1,0,0,0,1,0
65.0,1.0,85.0,1.16,15.0,345.0,0,1,0,0,0,0,1,0
350.0,5.0,0.0,0.0,1.0,365.0,0,1,0,0,0,1,0,0
595.0,3.0,106.0,1.51,1.0,247.0,0,0,1,0,0,1,0,0
165.0,3.0,21.0,0.29,1.0,363.0,0,0,1,0,0,0,0,1
181.0,3.0,153.0,3.17,1.0,174.0,0,1,0,0,0,1,0,0
110.0,1.0,4.0,0.05,1.0,0.0,0,0,1,0,0,0,1,0
65.0,1.0,119.0,1.61,15.0,313.0,0,1,0,0,0,0,1,0
155.0,2.0,114.0,1.82,1.0,314.0,0,1,0,0,0,1,0,0
50.0,30.0,1.0,0.03,2.0,253.0,0,1,0,0,0,0,1,0
85.0,2.0,1.0,0.02,1.0,0.0,0,0,0,1,0,1,0,0
120.0,5.0,6.0,0.26,1.0,66.0,0,1,0,0,0,0,1,0
75.0,1.0,2.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
55.0,1.0,127.0,1.77,15.0,318.0,0,1,0,0,0,0,1,0
200.0,1.0,3.0,0.05,1.0,0.0,0,1,0,0,0,0,1,0
75.0,7.0,10.0,0.15,1.0,0.0,0,1,0,0,0,1,0,0
150.0,1.0,1.0,0.02,3.0,129.0,0,1,0,0,0,1,0,0
60.0,2.0,147.0,2.02,1.0,213.0,1,0,0,0,0,0,1,0
150.0,50.0,4.0,0.07,1.0,312.0,0,1,0,0,0,1,0,0
240.0,1.0,77.0,1.08,1.0,116.0,0,1,0,0,0,1,0,0
150.0,3.0,18.0,0.25,1.0,0.0,0,0,1,0,0,0,1,0
200.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
269.0,5.0,18.0,0.29,1.0,179.0,0,0,1,0,0,1,0,0
112.0,2.0,9.0,0.37,2.0,0.0,0,1,0,0,0,0,1,0
250.0,5.0,49.0,0.67,1.0,0.0,0,1,0,0,0,1,0,0
390.0,3.0,0.0,0.0,1.0,28.0,0,1,0,0,0,1,0,0
350.0,3.0,27.0,0.37,1.0,22.0,0,0,1,0,0,1,0,0
80.0,3.0,67.0,0.92,1.0,85.0,0,0,1,0,0,1,0,0
295.0,2.0,114.0,1.59,3.0,79.0,0,1,0,0,0,1,0,0
160.0,30.0,1.0,1.0,2.0,39.0,0,1,0,0,0,0,1,0
399.0,2.0,2.0,0.05,1.0,0.0,0,0,1,0,0,1,0,0
150.0,12.0,16.0,0.22,1.0,35.0,0,0,1,0,0,1,0,0
60.0,1.0,142.0,1.95,15.0,321.0,0,1,0,0,0,0,1,0
219.0,6.0,45.0,0.64,1.0,188.0,0,0,1,0,0,1,0,0
119.0,4.0,106.0,1.47,2.0,23.0,0,0,1,0,0,0,1,0
190.0,4.0,1.0,0.02,1.0,0.0,0,1,0,0,0,1,0,0
140.0,5.0,90.0,1.37,1.0,16.0,0,0,1,0,0,0,1,0
125.0,2.0,4.0,0.08,1.0,364.0,0,1,0,0,0,0,1,0
144.0,4.0,27.0,0.39,1.0,0.0,0,0,1,0,0,1,0,0
1500.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
100.0,1.0,102.0,1.73,1.0,33.0,0,0,0,1,0,1,0,0
115.0,2.0,57.0,2.67,2.0,288.0,0,1,0,0,0,0,1,0
1899.0,7.0,18.0,0.28,1.0,0.0,0,0,1,0,0,1,0,0
110.0,29.0,10.0,0.14,1.0,205.0,0,0,1,0,0,1,0,0
140.0,14.0,51.0,0.7,1.0,298.0,0,0,1,0,0,1,0,0
94.0,2.0,1.0,0.12,1.0,3.0,0,0,1,0,0,1,0,0
50.0,1.0,49.0,0.91,1.0,14.0,0,0,1,0,0,0,1,0
131.0,4.0,68.0,1.06,1.0,5.0,0,1,0,0,0,1,0,0
175.0,2.0,5.0,0.13,2.0,334.0,0,1,0,0,0,0,1,0
299.0,3.0,4.0,0.06,1.0,321.0,0,1,0,0,0,1,0,0
145.0,30.0,12.0,0.17,1.0,342.0,0,0,1,0,0,1,0,0
145.0,2.0,64.0,0.91,1.0,132.0,0,0,1,0,0,1,0,0
175.0,2.0,2.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
109.0,5.0,5.0,0.07,1.0,22.0,0,0,1,0,0,0,1,0
150.0,1.0,28.0,0.51,1.0,364.0,0,0,1,0,0,0,1,0
133.0,7.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
399.0,3.0,108.0,1.51,2.0,351.0,0,0,1,0,0,1,0,0
48.0,25.0,4.0,0.06,1.0,311.0,0,1,0,0,0,0,1,0
75.0,3.0,73.0,1.0,8.0,341.0,0,1,0,0,0,0,1,0
55.0,1.0,3.0,0.06,2.0,343.0,0,1,0,0,0,0,1,0
75.0,3.0,107.0,1.7,4.0,255.0,0,1,0,0,0,0,1,0
465.0,30.0,11.0,0.18,1.0,273.0,0,0,1,0,0,1,0,0
151.0,1.0,173.0,2.36,1.0,213.0,0,1,0,0,0,1,0,0
199.0,3.0,6.0,0.08,1.0,12.0,0,1,0,0,0,1,0,0
45.0,1.0,117.0,1.61,15.0,236.0,0,1,0,0,0,0,1,0
160.0,3.0,24.0,0.33,1.0,365.0,0,1,0,0,0,1,0,0
36.0,1.0,173.0,2.38,5.0,360.0,0,1,0,0,0,0,1,0
235.0,2.0,10.0,0.2,1.0,345.0,0,0,1,0,0,1,0,0
225.0,4.0,5.0,0.07,1.0,365.0,0,1,0,0,0,1,0,0
300.0,3.0,19.0,0.27,1.0,0.0,0,0,1,0,0,1,0,0
35.0,5.0,120.0,1.66,4.0,0.0,0,1,0,0,0,0,0,1
80.0,70.0,44.0,0.61,1.0,198.0,0,0,0,1,0,1,0,0
79.0,2.0,61.0,0.93,1.0,353.0,0,0,0,1,0,0,1,0
82.0,1.0,6.0,0.1,2.0,334.0,0,0,1,0,0,0,1,0
82.0,1.0,5.0,0.07,2.0,311.0,0,0,1,0,0,0,1,0
215.0,3.0,2.0,0.09,4.0,189.0,0,1,0,0,0,1,0,0
147.0,3.0,14.0,0.2,2.0,0.0,0,1,0,0,0,1,0,0
145.0,2.0,26.0,0.43,1.0,269.0,0,0,1,0,0,1,0,0
65.0,3.0,72.0,1.22,1.0,157.0,0,1,0,0,0,0,1,0
78.0,3.0,24.0,0.33,3.0,28.0,0,1,0,0,0,0,1,0
120.0,3.0,2.0,0.05,1.0,0.0,0,0,0,1,0,1,0,0
120.0,3.0,13.0,0.28,2.0,327.0,0,1,0,0,0,1,0,0
95.0,1.0,86.0,2.87,1.0,86.0,0,0,1,0,0,0,1,0
90.0,1.0,115.0,1.63,3.0,359.0,0,1,0,0,0,0,1,0
95.0,25.0,11.0,0.15,1.0,168.0,0,1,0,0,0,1,0,0
350.0,6.0,3.0,0.22,1.0,351.0,0,0,1,0,0,1,0,0
188.0,3.0,38.0,0.54,1.0,261.0,0,1,0,0,0,1,0,0
80.0,1.0,5.0,0.07,1.0,363.0,0,0,0,1,0,0,1,0
175.0,4.0,5.0,0.07,1.0,0.0,0,0,1,0,0,1,0,0
495.0,7.0,4.0,0.08,1.0,256.0,0,1,0,0,0,1,0,0
250.0,3.0,155.0,2.18,1.0,159.0,0,0,1,0,0,1,0,0
115.0,7.0,3.0,0.04,1.0,0.0,0,1,0,0,0,1,0,0
55.0,1.0,75.0,1.04,15.0,285.0,0,1,0,0,0,0,1,0
93.0,39.0,25.0,0.35,19.0,245.0,0,0,1,0,0,1,0,0
93.0,120.0,34.0,0.47,19.0,316.0,0,0,1,0,0,1,0,0
199.0,3.0,35.0,0.49,1.0,69.0,0,0,1,0,0,1,0,0
70.0,2.0,6.0,0.1,1.0,0.0,0,1,0,0,0,0,1,0
125.0,6.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
169.0,7.0,11.0,0.2,1.0,24.0,0,0,1,0,0,1,0,0
150.0,2.0,24.0,0.53,1.0,296.0,0,1,0,0,0,1,0,0
61.0,1.0,86.0,1.83,1.0,233.0,0,0,1,0,0,0,1,0
40.0,7.0,14.0,0.2,2.0,221.0,0,1,0,0,0,0,1,0
150.0,3.0,52.0,0.72,1.0,342.0,0,1,0,0,0,1,0,0
65.0,2.0,14.0,0.2,1.0,275.0,0,1,0,0,0,0,1,0
90.0,3.0,0.0,0.0,1.0,353.0,1,0,0,0,0,0,1,0
190.0,3.0,123.0,1.73,3.0,248.0,0,0,1,0,0,1,0,0
79.0,2.0,11.0,0.8,1.0,73.0,0,1,0,0,0,0,1,0
225.0,3.0,230.0,3.31,1.0,259.0,0,1,0,0,0,1,0,0
185.0,3.0,141.0,2.0,3.0,258.0,0,0,1,0,0,1,0,0
100.0,2.0,8.0,0.11,1.0,156.0,0,1,0,0,0,0,1,0
85.0,2.0,146.0,2.01,1.0,129.0,0,0,1,0,0,0,1,0
75.0,2.0,20.0,0.33,1.0,29.0,0,0,1,0,0,0,1,0
85.0,3.0,2.0,0.32,1.0,89.0,0,1,0,0,0,0,1,0
98.0,3.0,144.0,2.87,1.0,249.0,0,1,0,0,0,1,0,0
262.0,30.0,1.0,0.02,1.0,16.0,0,1,0,0,0,1,0,0
145.0,2.0,30.0,0.42,1.0,278.0,0,0,0,1,0,1,0,0
280.0,2.0,7.0,0.11,1.0,365.0,0,0,1,0,0,1,0,0
210.0,5.0,11.0,0.18,1.0,8.0,0,0,1,0,0,1,0,0
70.0,15.0,2.0,0.03,1.0,0.0,0,1,0,0,0,1,0,0
100.0,3.0,162.0,2.24,4.0,141.0,0,1,0,0,0,1,0,0
250.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
59.0,1.0,123.0,2.23,1.0,336.0,0,1,0,0,0,0,1,0
199.0,1.0,141.0,4.51,1.0,130.0,0,0,1,0,0,0,1,0
219.0,1.0,78.0,1.1,5.0,301.0,0,0,1,0,0,1,0,0
100.0,1.0,96.0,1.36,2.0,333.0,0,1,0,0,0,0,1,0
175.0,30.0,58.0,0.81,1.0,220.0,0,1,0,0,0,1,0,0
220.0,1.0,2.0,0.03,2.0,364.0,0,0,1,0,0,0,1,0
40.0,28.0,91.0,1.25,4.0,325.0,0,1,0,0,0,0,1,0
120.0,15.0,0.0,0.0,1.0,365.0,0,0,1,0,0,0,1,0
140.0,2.0,24.0,0.38,1.0,255.0,0,1,0,0,0,1,0,0
105.0,1.0,16.0,0.23,2.0,308.0,0,0,1,0,0,0,1,0
110.0,10.0,6.0,0.08,1.0,13.0,0,1,0,0,0,1,0,0
131.0,7.0,140.0,1.94,1.0,32.0,0,1,0,0,0,1,0,0
265.0,4.0,95.0,1.31,1.0,257.0,0,0,1,0,0,1,0,0
54.0,30.0,5.0,0.15,1.0,2.0,0,0,1,0,0,0,1,0
800.0,1.0,2.0,0.03,2.0,364.0,0,0,1,0,0,1,0,0
53.0,1.0,245.0,3.41,3.0,90.0,0,1,0,0,0,0,1,0
99.0,3.0,5.0,0.07,1.0,365.0,0,0,1,0,0,1,0,0
65.0,5.0,39.0,0.56,1.0,187.0,0,1,0,0,0,0,1,0
55.0,28.0,0.0,0.0,1.0,365.0,0,1,0,0,0,0,1,0
120.0,3.0,90.0,1.25,2.0,173.0,0,0,1,0,0,0,1,0
169.0,120.0,3.0,0.04,1.0,36.0,0,0,1,0,0,1,0,0
180.0,4.0,28.0,0.4,1.0,280.0,0,0,1,0,0,1,0,0
67.0,7.0,2.0,1.0,1.0,14.0,0,1,0,0,0,0,1,0
111.0,2.0,77.0,1.1,2.0,259.0,0,0,1,0,0,0,1,0
90.0,1.0,77.0,2.0,1.0,269.0,0,0,1,0,0,0,1,0
259.0,1.0,2.0,0.04,1.0,0.0,0,1,0,0,0,1,0,0
89.0,3.0,231.0,4.67,2.0,38.0,0,0,1,0,0,0,1,0
129.0,30.0,7.0,0.11,52.0,189.0,0,1,0,0,0,1,0,0
69.0,2.0,98.0,1.36,1.0,20.0,0,1,0,0,0,0,1,0
75.0,4.0,14.0,0.23,3.0,0.0,0,0,1,0,0,0,1,0
250.0,5.0,25.0,0.35,1.0,220.0,0,1,0,0,0,1,0,0
120.0,1.0,226.0,3.22,2.0,274.0,0,1,0,0,0,1,0,0
129.0,30.0,6.0,0.09,52.0,249.0,0,1,0,0,0,1,0,0
199.0,28.0,33.0,0.47,1.0,315.0,0,1,0,0,0,1,0,0
450.0,3.0,82.0,1.19,1.0,258.0,0,1,0,0,0,1,0,0
217.0,30.0,0.0,0.0,1.0,293.0,0,0,1,0,0,1,0,0
90.0,7.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
350.0,3.0,53.0,0.79,1.0,87.0,0,0,1,0,0,1,0,0
160.0,24.0,10.0,0.18,1.0,218.0,0,0,1,0,0,1,0,0
45.0,4.0,7.0,0.21,2.0,88.0,0,1,0,0,0,0,1,0
70.0,3.0,54.0,0.77,5.0,316.0,0,1,0,0,0,0,1,0
260.0,1.0,320.0,5.68,2.0,253.0,0,0,1,0,0,1,0,0
100.0,30.0,2.0,0.06,1.0,250.0,0,0,0,1,0,1,0,0
125.0,3.0,23.0,0.64,1.0,77.0,0,1,0,0,0,1,0,0
195.0,2.0,220.0,3.1,2.0,287.0,0,1,0,0,0,1,0,0
58.0,5.0,31.0,0.43,1.0,297.0,0,1,0,0,0,0,1,0
75.0,5.0,3.0,0.16,1.0,0.0,0,0,1,0,0,0,1,0
200.0,4.0,68.0,0.95,1.0,21.0,0,0,1,0,0,1,0,0
75.0,2.0,33.0,0.52,5.0,201.0,0,1,0,0,0,0,1,0
95.0,2.0,44.0,0.64,5.0,47.0,0,1,0,0,0,0,1,0
99.0,2.0,189.0,2.63,1.0,0.0,0,1,0,0,0,0,1,0
275.0,3.0,20.0,0.34,1.0,257.0,0,1,0,0,0,0,1,0
162.0,2.0,11.0,0.44,1.0,0.0,0,1,0,0,0,1,0,0
200.0,3.0,0.0,0.0,1.0,345.0,0,0,1,0,0,1,0,0
285.0,5.0,11.0,0.16,1.0,173.0,0,0,1,0,0,1,0,0
120.0,7.0,64.0,0.91,2.0,184.0,0,0,1,0,0,1,0,0
120.0,1.0,76.0,1.07,2.0,314.0,0,0,1,0,0,1,0,0
210.0,2.0,140.0,2.1,5.0,319.0,0,0,1,0,0,1,0,0
160.0,30.0,25.0,0.35,1.0,363.0,0,1,0,0,0,0,1,0
110.0,6.0,1.0,0.1,2.0,0.0,0,0,1,0,0,1,0,0
200.0,7.0,0.0,0.0,1.0,345.0,0,1,0,0,0,1,0,0
138.0,1.0,4.0,0.06,1.0,41.0,0,0,0,1,0,1,0,0
90.0,3.0,5.0,0.11,1.0,0.0,0,0,1,0,0,0,1,0
45.0,30.0,21.0,0.45,1.0,21.0,0,1,0,0,0,0,1,0
80.0,30.0,18.0,0.31,1.0,161.0,0,1,0,0,0,1,0,0
70.0,10.0,0.0,0.0,1.0,365.0,0,1,0,0,0,0,1,0
72.0,7.0,41.0,0.58,1.0,68.0,0,1,0,0,0,0,1,0
95.0,14.0,172.0,2.39,1.0,14.0,0,0,1,0,0,0,1,0
75.0,5.0,13.0,0.56,1.0,3.0,0,1,0,0,0,0,1,0
70.0,20.0,75.0,1.05,1.0,364.0,0,0,0,1,0,1,0,0
160.0,6.0,1.0,0.01,1.0,0.0,0,1,0,0,0,1,0,0
29.0,2.0,5.0,0.07,1.0,321.0,0,1,0,0,0,0,0,1
175.0,3.0,62.0,1.46,1.0,213.0,0,1,0,0,0,1,0,0
75.0,6.0,0.0,0.0,1.0,180.0,0,0,0,1,0,0,1,0
110.0,3.0,7.0,0.12,1.0,0.0,0,0,1,0,0,0,1,0
175.0,3.0,199.0,2.78,1.0,272.0,0,1,0,0,0,1,0,0
99.0,1.0,123.0,1.99,2.0,245.0,0,0,1,0,0,0,1,0
100.0,2.0,7.0,0.15,1.0,36.0,0,0,1,0,0,0,1,0
144.0,5.0,3.0,0.06,1.0,0.0,0,1,0,0,0,1,0,0
171.0,2.0,34.0,1.47,3.0,243.0,0,1,0,0,0,1,0,0
99.0,30.0,23.0,0.32,8.0,89.0,0,0,1,0,0,1,0,0
270.0,1.0,4.0,0.06,1.0,0.0,0,0,1,0,0,1,0,0
160.0,3.0,220.0,3.19,1.0,24.0,0,0,1,0,0,1,0,0
65.0,7.0,40.0,0.86,1.0,64.0,0,0,1,0,0,0,1,0
99.0,3.0,208.0,2.89,1.0,206.0,0,1,0,0,0,1,0,0
125.0,3.0,232.0,3.22,1.0,47.0,0,0,1,0,0,1,0,0
